FullStreetName,file,n_points,n_inlets,n_sags,n_served,n_unserved,length_m,kb
NORTHWOOD CM,NORTHWOOD_CM.html,691,8,1,1,0,988.6,78.2
HAWTHORNE AV,HAWTHORNE_AV.html,412,8,0,0,0,411.6,52.8
KITTY HAWK RD,KITTY_HAWK_RD.html,1299,8,2,2,0,1294.7,108.2
PONDEROSA DR,PONDEROSA_DR.html,327,8,1,1,0,325.1,54.5
TAPESTRY DR,TAPESTRY_DR.html,376,8,0,0,0,374.3,50.8
REGENT RD,REGENT_RD.html,727,8,1,1,0,720.2,73.0
COMMERCE WY,COMMERCE_WY.html,312,8,0,0,0,310.5,47.4
BETTONA ST,BETTONA_ST.html,373,8,0,0,0,369.2,49.8
MCLARREN CT,MCLARREN_CT.html,126,8,0,0,0,124.9,38.9
MIZNER CT,MIZNER_CT.html,137,8,0,0,0,135.7,45.7
CAMROSE AV,CAMROSE_AV.html,335,8,1,1,0,332.2,55.2
SCOTT ST,SCOTT_ST.html,411,8,1,1,0,407.6,65.7
GAMAY RD,GAMAY_RD.html,399,8,2,2,0,393.6,57.7
ALISON CI,ALISON_CI.html,1017,8,1,1,0,1007.7,86.2
MEZZAMONTE CT,MEZZAMONTE_CT.html,171,8,1,1,0,169.5,47.4
LAWSON CI,LAWSON_CI.html,447,8,0,0,0,444.0,60.0
EL PADRO DR,EL_PADRO_DR.html,823,8,1,1,0,813.1,77.1
REDWOOD RD,REDWOOD_RD.html,310,8,0,0,0,308.2,47.7
THOMAS CT,THOMAS_CT.html,126,8,0,0,0,124.9,38.9
LERIDA CT,LERIDA_CT.html,64,8,0,0,0,63.4,42.1
TAIT ST,TAIT_ST.html,121,8,0,0,0,120.2,44.7
TAHOE DR,TAHOE_DR.html,773,8,2,2,0,767.4,82.5
BELMONT DR,BELMONT_DR.html,183,8,0,0,0,181.7,47.6
SUTTER ST,SUTTER_ST.html,458,8,0,0,0,454.6,53.9
BELMONT CT,BELMONT_CT.html,164,8,0,0,0,162.9,46.8
TAMALPAIS AV,TAMALPAIS_AV.html,361,8,0,0,0,356.8,49.4
SUNSET DR,SUNSET_DR.html,1188,8,0,0,0,1182.3,85.8
RUBY RD,RUBY_RD.html,526,8,1,1,0,521.7,64.3
TALINGA CT,TALINGA_CT.html,41,8,0,0,0,39.6,40.8
LOCOMOTIVE LN,LOCOMOTIVE_LN.html,238,8,0,0,0,235.6,44.1
CHERRY WY,CHERRY_WY.html,189,8,0,0,0,218.6,47.9
AUGUSTA WY,AUGUSTA_WY.html,301,8,1,1,0,298.3,52.6
KINGS RIVER RD,KINGS_RIVER_RD.html,145,8,0,0,0,143.6,39.6
TOURMALINE AV,TOURMALINE_AV.html,458,8,1,1,0,452.5,60.3
HALL CI,HALL_CI.html,400,8,1,1,0,398.3,57.6
S H ST,S_H_ST.html,533,7,0,0,0,527.5,58.1
MARIGOLD RD,MARIGOLD_RD.html,941,7,1,1,0,933.2,82.9
HONEYSUCKLE RD,HONEYSUCKLE_RD.html,490,7,0,0,0,486.1,55.6
ALTAMAR WY,ALTAMAR_WY.html,365,7,1,1,0,358.6,61.6
INMAN ST,INMAN_ST.html,103,7,0,0,0,101.6,37.6
LUCCA CT,LUCCA_CT.html,179,7,1,1,0,178.6,53.4
FALTINGS DR,FALTINGS_DR.html,95,7,0,0,0,94.1,37.3
CELLARS CT,CELLARS_CT.html,68,7,0,0,0,66.8,36.0
MARALISA LN,MARALISA_LN.html,117,7,0,0,0,115.7,38.1
MARCELLA ST,MARCELLA_ST.html,547,7,0,0,0,541.0,58.2
GALLOWAY ST,GALLOWAY_ST.html,206,7,1,1,0,203.0,48.8
S O ST,S_O_ST.html,725,7,0,0,0,718.0,73.4
SHIRLEY WY,SHIRLEY_WY.html,183,7,0,0,0,179.4,47.7
MEADOW DR,MEADOW_DR.html,261,7,0,0,0,257.5,51.1
CARNATION CI,CARNATION_CI.html,380,7,0,0,0,377.4,50.4
SARDONYX RD,SARDONYX_RD.html,114,7,0,0,0,112.9,38.0
CAPELLA RD,CAPELLA_RD.html,187,7,0,0,0,184.4,41.1
LOBELIA WY,LOBELIA_WY.html,404,7,1,1,0,402.9,57.9
EVANS ST,EVANS_ST.html,418,7,0,0,0,411.7,57.8
STILES WY,STILES_WY.html,46,7,0,0,0,45.0,41.0
LAGRANGE LN,LAGRANGE_LN.html,396,7,0,0,0,394.6,51.6
EIGHTH ST,EIGHTH_ST.html,1189,7,0,0,0,7514.8,88.4
GREGORY WY,GREGORY_WY.html,89,7,0,0,0,88.4,43.1
LECCINO CT,LECCINO_CT.html,100,7,0,0,0,99.0,37.6
BARNEY CM,BARNEY_CM.html,304,7,0,0,0,302.6,53.3
N VASCO ON I580 WB,N_VASCO_ON_I580_WB.html,700,7,1,1,0,722.7,78.7
BAY MEADOWS CT,BAY_MEADOWS_CT.html,130,7,0,0,0,128.3,45.0
BERTOLLI CT,BERTOLLI_CT.html,55,7,0,0,0,53.6,41.2
ROCKINGHAM CT,ROCKINGHAM_CT.html,68,7,0,0,0,67.0,42.2
CHERYL DR,CHERYL_DR.html,639,7,0,0,0,635.9,68.7
LAS FLORES RD,LAS_FLORES_RD.html,278,7,0,0,0,275.2,52.5
PORTOLA CM,PORTOLA_CM.html,501,7,1,1,0,735.6,69.2
LARRYS PL,LARRYS_PL.html,72,7,0,0,0,70.5,42.5
PULLMAN ST,PULLMAN_ST.html,443,7,0,0,0,441.9,53.7
PYRAMID ST,PYRAMID_ST.html,588,7,2,2,0,581.8,74.2
ATLANTIS ST,ATLANTIS_ST.html,271,7,0,0,0,269.2,51.3
HEATHER LN,HEATHER_LN.html,870,7,2,2,0,863.9,85.3
AUTINORI CT,AUTINORI_CT.html,150,7,0,0,0,148.4,39.9
AUSTEN WY,AUSTEN_WY.html,177,7,0,0,0,174.4,41.5
CRESTMONT AV,CRESTMONT_AV.html,748,7,0,0,0,745.5,66.2
CORONADO WY,CORONADO_WY.html,338,7,0,0,0,335.2,48.4
KELLOGG PL,KELLOGG_PL.html,64,7,0,0,0,62.4,41.9
ANZA WY,ANZA_WY.html,458,7,0,0,0,454.4,54.0
KENSINGTON CM,KENSINGTON_CM.html,203,7,0,0,0,200.4,49.0
PICHOLINE CT,PICHOLINE_CT.html,41,7,0,0,0,39.6,34.3
ANCONA CI,ANCONA_CI.html,332,7,0,0,0,331.4,47.7
ORION WY,ORION_WY.html,624,7,0,0,0,619.8,59.9
DEL NORTE DR,DEL_NORTE_DR.html,575,7,0,0,0,571.3,59.5
PARIS WY,PARIS_WY.html,356,7,0,0,0,351.8,49.7
DIAMOND DR,DIAMOND_DR.html,440,7,0,0,0,437.0,53.6
DERBY CT,DERBY_CT.html,114,7,0,0,0,111.2,44.1
PASEO LAGUNA SECO,PASEO_LAGUNA_SECO.html,639,7,1,1,0,634.8,69.0
INDEPENDENCE DR,INDEPENDENCE_DR.html,705,6,0,0,0,702.6,73.5
INVERNESS WY,INVERNESS_WY.html,156,6,0,0,0,153.7,46.6
WOODLAND CT,WOODLAND_CT.html,84,6,0,0,0,82.6,43.0
ISABEL ON/OFF STANLEY,ISABEL_ON_OFF_STANLEY.html,325,6,1,1,0,324.0,55.2
KELLOGG CT,KELLOGG_CT.html,48,6,0,0,0,47.4,41.0
PESTANA WY,PESTANA_WY.html,1004,6,0,0,0,998.9,78.6
PARK ST,PARK_ST.html,825,6,0,0,0,816.7,71.3
VIA GRANADA,VIA_GRANADA.html,650,6,1,0,1,645.2,68.3
ASTER LN,ASTER_LN.html,555,6,0,0,0,552.8,58.6
PIENZA ST,PIENZA_ST.html,160,6,0,0,0,158.3,46.5
HEIDELBERG DR,HEIDELBERG_DR.html,1077,6,0,0,0,1069.0,84.1
HAYES AV,HAYES_AV.html,297,6,1,1,0,292.2,59.2
CRESCENT CT,CRESCENT_CT.html,122,6,0,0,0,121.4,44.4
CROMWELL ST,CROMWELL_ST.html,307,6,0,0,0,303.5,47.3
CROMWELL WY,CROMWELL_WY.html,223,6,0,0,0,221.7,43.3
CURLEW RD,CURLEW_RD.html,706,6,0,0,0,700.5,64.8
OLIVORO CT,OLIVORO_CT.html,83,6,0,0,0,81.7,36.3
NOVARA ST,NOVARA_ST.html,185,6,0,0,0,182.8,41.5
VERONA AV,VERONA_AV.html,418,6,0,0,0,414.4,51.8
VASCO OFF I580 EB,VASCO_OFF_I580_EB.html,1050,6,0,0,0,1221.1,88.7
CHURCHILL DOWNS LN,CHURCHILL_DOWNS_LN.html,106,6,0,0,0,104.3,43.8
CINDY LN,CINDY_LN.html,316,6,0,0,0,313.9,47.3
CHESTNUT ST,CHESTNUT_ST.html,1065,6,0,0,0,1053.8,82.0
RIDGECREST CI,RIDGECREST_CI.html,446,6,1,1,0,441.4,61.0
CHABLIS WY,CHABLIS_WY.html,320,6,0,0,0,318.3,47.8
ENTERPRISE CT,ENTERPRISE_CT.html,207,6,0,0,0,205.5,42.6
ELM ST,ELM_ST.html,1047,6,0,0,0,1042.2,81.5
N O ST,N_O_ST.html,702,6,0,0,0,694.8,65.6
SWAN DR,SWAN_DR.html,572,6,1,1,0,567.3,66.0
EXCHANGE CT,EXCHANGE_CT.html,163,6,0,0,0,161.5,46.8
RHONDA LN,RHONDA_LN.html,265,6,1,1,0,264.4,51.3
CLAVEY RIVER CT,CLAVEY_RIVER_CT.html,115,6,0,0,0,113.6,44.2
TIVOLI CT,TIVOLI_CT.html,47,6,0,0,0,46.0,34.9
RAINFLOWER DR,RAINFLOWER_DR.html,647,6,0,0,0,668.0,62.7
QUINCE CT,QUINCE_CT.html,110,6,0,0,0,109.2,44.1
CONTRACTORS PL,CONTRACTORS_PL.html,453,6,0,0,0,453.0,53.8
RHONE DR,RHONE_DR.html,247,6,0,0,0,246.3,44.4
TRAVISO CI,TRAVISO_CI.html,477,6,0,0,0,476.0,61.3
TORREY PINE WY,TORREY_PINE_WY.html,197,6,0,0,0,196.3,41.8
LAKESIDE CI,LAKESIDE_CI.html,354,6,1,1,0,352.0,55.5
E JACK LONDON BL,E_JACK_LONDON_BL.html,1312,6,1,0,1,1304.9,104.1
NORMA WY,NORMA_WY.html,636,6,0,0,0,633.3,62.5
EL DORADO DR,EL_DORADO_DR.html,637,6,1,1,0,630.7,68.2
NB FIRST/SB SPRINGTOWN ON I580 WB,NB_FIRST_SB_SPRINGTOWN_ON_I580_WB.html,487,6,0,0,0,487.0,62.4
CHAUCER WY,CHAUCER_WY.html,181,6,1,1,0,178.8,47.6
GRACE ST,GRACE_ST.html,394,6,0,0,0,390.9,51.3
ESCONDIDO CI,ESCONDIDO_CI.html,901,6,1,1,0,896.0,81.7
ESTATES ST,ESTATES_ST.html,820,6,2,2,0,809.1,75.8
BUCKHORN CREEK RD,BUCKHORN_CREEK_RD.html,170,6,1,1,0,168.5,46.7
STONEBRIDGE RD,STONEBRIDGE_RD.html,441,6,1,1,0,440.1,59.3
MEGAN RD,MEGAN_RD.html,381,6,0,0,0,377.4,50.9
ALTAMONT CI,ALTAMONT_CI.html,397,6,0,0,0,395.3,50.7
JENSEN ST,JENSEN_ST.html,704,6,1,1,0,691.0,70.4
PERIWINKLE CM,PERIWINKLE_CM.html,62,6,0,0,0,61.1,35.2
DEEP CREEK RD,DEEP_CREEK_RD.html,170,6,0,0,0,168.5,40.2
PEACH TREE CM,PEACH_TREE_CM.html,300,6,1,1,0,298.5,53.2
PATCHAM CM,PATCHAM_CM.html,350,6,0,0,0,347.5,55.7
JESSICA DR,JESSICA_DR.html,595,6,0,0,0,589.7,60.5
WILDFLOWER DR,WILDFLOWER_DR.html,269,6,0,0,0,268.1,51.4
SHAWNA ST,SHAWNA_ST.html,248,6,1,1,0,246.2,50.6
BROOKDALE LN,BROOKDALE_LN.html,263,6,1,1,0,260.9,57.0
ST ANDREWS WY,ST_ANDREWS_WY.html,233,6,0,0,0,232.9,49.7
ST HELENA CT,ST_HELENA_CT.html,220,6,1,1,0,218.7,55.4
FRANKLIN LN,FRANKLIN_LN.html,271,6,0,0,0,270.0,51.8
S N ST,S_N_ST.html,767,6,0,0,0,760.1,68.8
SUGAR PINE WY,SUGAR_PINE_WY.html,197,6,0,0,0,196.3,41.8
FIRST OFF I580 EB,FIRST_OFF_I580_EB.html,439,6,0,0,0,439.1,53.8
BRESSO DR,BRESSO_DR.html,379,6,0,0,0,376.8,50.5
LLOYD ST,LLOYD_ST.html,342,6,1,1,0,338.6,54.6
N M ST,N_M_ST.html,821,6,0,0,0,812.4,71.2
LENNOX LN,LENNOX_LN.html,184,6,1,1,0,182.2,54.3
LELAND WY,LELAND_WY.html,395,6,0,0,0,390.5,51.2
TERMINAL CI,TERMINAL_CI.html,368,6,1,1,0,367.6,62.9
BELLA KRISTINA LN,BELLA_KRISTINA_LN.html,135,6,0,0,0,133.7,45.0
LEISURE ST,LEISURE_ST.html,280,6,0,0,0,279.0,52.2
GUSTY LP,GUSTY_LP.html,248,6,1,1,0,317.8,57.1
FONTONETT AV,FONTONETT_AV.html,559,6,0,0,0,555.1,58.2
SALVIA CM,SALVIA_CM.html,58,6,0,0,0,56.9,35.2
FLORENCE RD,FLORENCE_RD.html,567,6,0,0,0,560.3,58.6
S Q ST,S_Q_ST.html,461,6,0,0,0,457.1,54.6
BERRYESSA ST,BERRYESSA_ST.html,120,6,0,0,0,118.7,38.0
BENNETT DR,BENNETT_DR.html,730,6,1,1,0,727.3,79.5
HALF DOME WY,HALF_DOME_WY.html,88,5,1,1,0,87.2,42.8
HAREWOOD DR,HAREWOOD_DR.html,398,5,0,0,0,395.3,51.3
OLD FIRST ST,OLD_FIRST_ST.html,401,5,1,1,0,397.2,64.0
PLEASANT VIEW LN,PLEASANT_VIEW_LN.html,259,5,0,0,0,258.9,50.7
CRYSTAL CI,CRYSTAL_CI.html,491,5,0,0,0,652.8,56.0
AUTUMN WY,AUTUMN_WY.html,60,5,0,0,0,59.4,34.8
LAGISS CT,LAGISS_CT.html,69,5,0,0,0,68.2,35.7
LAGUNA ST,LAGUNA_ST.html,671,5,1,1,0,664.6,69.2
KOBIO ST,KOBIO_ST.html,100,5,1,1,0,98.4,43.3
VIENNA ST,VIENNA_ST.html,509,5,0,0,0,503.7,55.7
WELLINGHAM DR,WELLINGHAM_DR.html,553,5,0,0,0,548.9,59.6
IROQUOIS AV,IROQUOIS_AV.html,328,5,0,0,0,323.9,47.3
JAMI ST,JAMI_ST.html,160,5,1,1,0,158.5,46.3
WOLF HOUSE DR,WOLF_HOUSE_DR.html,735,5,4,1,3,733.6,86.7
ALICE WY,ALICE_WY.html,228,5,1,1,0,225.3,48.9
JEFFERSON AV,JEFFERSON_AV.html,440,5,0,0,0,435.0,52.7
KAREN WY,KAREN_WY.html,80,5,0,0,0,79.1,36.1
WAVERLEY WY,WAVERLEY_WY.html,498,5,0,0,0,494.5,57.4
DOLORES ST,DOLORES_ST.html,429,5,0,0,0,422.8,51.8
ONTARIO DR,ONTARIO_DR.html,775,5,2,2,0,772.0,74.6
HEARST ST,HEARST_ST.html,138,5,0,0,0,137.1,38.8
ARIA CT,ARIA_CT.html,98,5,0,0,0,97.0,36.8
WEDGEWOOD WY,WEDGEWOOD_WY.html,419,5,1,1,0,415.1,58.6
DALTON AV,DALTON_AV.html,517,5,0,0,0,782.3,61.8
GROVE CT,GROVE_CT.html,69,5,0,0,0,68.5,41.8
LEAFCREST CM,LEAFCREST_CM.html,30,5,0,0,0,28.5,33.5
GOLF DR,GOLF_DR.html,500,5,1,1,0,497.0,62.5
RUTGERS WY,RUTGERS_WY.html,125,5,0,0,0,123.3,38.3
ERICA WY,ERICA_WY.html,273,5,1,1,0,269.8,51.7
CHALON GLEN CT,CHALON_GLEN_CT.html,111,5,0,0,0,109.9,37.5
CHALMETTE RD,CHALMETTE_RD.html,267,5,2,2,0,263.2,51.4
FARNSWORTH DR,FARNSWORTH_DR.html,648,5,0,0,0,644.4,64.2
N K ST,N_K_ST.html,866,5,0,0,0,882.1,73.2
MURRIETA BL,MURRIETA_BL.html,814,5,0,0,0,811.8,71.0
LEMON CM,LEMON_CM.html,60,5,0,0,0,59.2,35.2
TERRA WY,TERRA_WY.html,92,5,0,0,0,91.5,36.8
ELSINORE WY,ELSINORE_WY.html,110,5,0,0,0,109.7,37.4
ELVIRA ST,ELVIRA_ST.html,409,5,1,1,0,405.4,57.1
RACCOLIO WY,RACCOLIO_WY.html,188,5,0,0,0,187.3,41.0
LAUREL DR,LAUREL_DR.html,239,5,0,0,0,236.7,43.3
EDELWEISS WY,EDELWEISS_WY.html,209,5,0,0,0,208.0,41.8
CORTE SUENO,CORTE_SUENO.html,100,5,0,0,0,99.2,37.0
BALTUSROL RD,BALTUSROL_RD.html,69,5,0,0,0,68.0,41.7
BALTUSROL CT,BALTUSROL_CT.html,125,5,0,0,0,123.9,38.0
THUNDER CM,THUNDER_CM.html,170,5,0,0,0,168.0,40.8
VALLEY OF THE MOON RD,VALLEY_OF_THE_MOON_RD.html,255,5,0,0,0,253.1,44.7
TULIP WY,TULIP_WY.html,386,5,0,0,0,382.9,50.8
TORTUGA CM,TORTUGA_CM.html,82,5,0,0,0,79.5,42.5
COUNTRY LN,COUNTRY_LN.html,122,5,0,0,0,121.1,37.9
BARLETA CT,BARLETA_CT.html,147,5,0,0,0,146.2,45.7
EMERSON DR,EMERSON_DR.html,327,5,0,0,0,324.6,48.8
BAROUNI CT,BAROUNI_CT.html,94,5,0,0,0,92.9,36.8
FALCON WY,FALCON_WY.html,466,5,0,0,0,462.2,53.7
LODESTONE RD,LODESTONE_RD.html,150,5,0,0,0,148.4,39.5
MISTY WY,MISTY_WY.html,136,5,0,0,0,132.8,45.3
FLAGSTONE CM,FLAGSTONE_CM.html,55,5,0,0,0,53.5,34.9
BLACKWOOD CM,BLACKWOOD_CM.html,321,5,1,1,0,383.6,53.6
BISHOP PINE WY,BISHOP_PINE_WY.html,197,5,0,0,0,196.3,41.5
BRIDLE PATH CT,BRIDLE_PATH_CT.html,99,5,0,0,0,98.0,43.1
SPRING VALLEY CM,SPRING_VALLEY_CM.html,797,5,0,0,0,1087.6,71.1
SONOMA AV,SONOMA_AV.html,476,5,0,0,0,472.9,61.3
STERLING WY,STERLING_WY.html,58,5,0,0,0,56.5,41.3
FRUITWOOD CM,FRUITWOOD_CM.html,26,5,0,0,0,25.4,33.2
STARLING AV,STARLING_AV.html,344,5,1,1,0,339.6,54.4
SARATOGA CT,SARATOGA_CT.html,139,5,0,0,0,137.5,45.6
LUSITANA CT,LUSITANA_CT.html,69,5,0,0,0,67.9,41.8
MINERVA CT,MINERVA_CT.html,100,5,0,0,0,99.0,37.4
SB ISABEL ON I580 WB,SB_ISABEL_ON_I580_WB.html,632,5,1,0,1,632.1,75.5
CANTERBURY AV,CANTERBURY_AV.html,457,5,0,0,0,455.6,54.2
CARRARA WY,CARRARA_WY.html,264,5,0,0,0,262.7,45.2
CARSON PASS WY,CARSON_PASS_WY.html,196,5,0,0,0,195.3,41.5
S S ST,S_S_ST.html,600,5,0,0,0,707.1,61.1
MT HAMILTON CT,MT_HAMILTON_CT.html,30,5,0,0,0,29.4,33.4
CABERNET WY,CABERNET_WY.html,335,5,0,0,0,331.6,47.5
ALBATROSS AV,ALBATROSS_AV.html,438,5,1,1,0,432.6,58.2
AIRWAY OFF I580 EB,AIRWAY_OFF_I580_EB.html,478,5,1,1,0,477.6,67.9
MENDOCINO RD,MENDOCINO_RD.html,250,5,0,0,0,247.9,44.0
CALIENTE AV,CALIENTE_AV.html,746,5,0,0,0,742.3,67.6
SHASTA ST,SHASTA_ST.html,61,5,0,0,0,60.0,41.5
BRISTLECONE WY,BRISTLECONE_WY.html,242,5,0,0,0,239.8,43.5
MARINI LN,MARINI_LN.html,156,5,0,0,0,154.2,39.7
AMBERWOOD WY,AMBERWOOD_WY.html,382,5,0,0,0,380.9,51.1
AMALFI CM,AMALFI_CM.html,80,5,0,0,0,79.3,42.4
WHIPPOORWILL ST,WHIPPOORWILL_ST.html,173,5,0,0,0,171.9,40.4
DEER HOLLOW LN,DEER_HOLLOW_LN.html,182,5,0,0,0,180.1,41.2
PEARY WY,PEARY_WY.html,336,5,0,0,0,332.8,48.6
DEL MONTE ST,DEL_MONTE_ST.html,577,5,1,1,0,570.6,64.5
YORKSHIRE CT,YORKSHIRE_CT.html,102,5,0,0,0,101.5,43.9
HOYA CM,HOYA_CM.html,76,5,0,0,0,75.0,36.1
HUNTINGTON WY,HUNTINGTON_WY.html,405,5,0,0,0,401.7,51.7
YELLOWSTONE WY,YELLOWSTONE_WY.html,113,4,0,0,0,111.5,37.6
AGATHA WY,AGATHA_WY.html,239,4,0,0,0,236.8,49.8
ABERDEEN AV,ABERDEEN_AV.html,475,4,0,0,0,471.7,53.4
PERCHERON RD,PERCHERON_RD.html,212,4,0,0,0,209.3,42.5
DAVIS WY,DAVIS_WY.html,366,4,1,1,0,362.4,55.7
PEARL DR,PEARL_DR.html,481,4,1,1,0,477.8,61.4
WINDING STREAM CT,WINDING_STREAM_CT.html,141,4,0,0,0,140.2,38.7
ANDREA CI,ANDREA_CI.html,510,4,0,0,0,507.4,56.1
WHITE FANG WY,WHITE_FANG_WY.html,185,4,0,0,0,184.1,40.7
WHIPPOORWILL CT,WHIPPOORWILL_CT.html,86,4,0,0,0,85.0,36.2
ALSACE CT,ALSACE_CT.html,149,4,0,0,0,147.9,45.5
ALMADEN WY,ALMADEN_WY.html,241,4,1,1,0,240.0,49.7
HYACINTH CT,HYACINTH_CT.html,92,4,0,0,0,90.7,36.6
MEADOW GLEN DR,MEADOW_GLEN_DR.html,282,4,0,0,0,389.2,45.8
CALLA LILY CM,CALLA_LILY_CM.html,27,4,0,0,0,26.1,33.0
CALIBRIA CT,CALIBRIA_CT.html,92,4,0,0,0,91.3,36.2
CALDERON CT,CALDERON_CT.html,93,4,0,0,0,91.4,36.4
SHANNON CT,SHANNON_CT.html,124,4,1,1,0,122.4,50.6
SMOKE BELLEW RD,SMOKE_BELLEW_RD.html,169,4,0,0,0,167.4,40.1
SINGING HILLS AV,SINGING_HILLS_AV.html,351,4,0,0,0,350.2,48.4
SILVER SAGE CT,SILVER_SAGE_CT.html,72,4,0,0,0,71.6,35.4
SHOEMAKER DR,SHOEMAKER_DR.html,178,4,0,0,0,174.8,41.0
MEADOW CT,MEADOW_CT.html,120,4,0,0,0,118.9,37.7
MAYTEN DR,MAYTEN_DR.html,318,4,0,0,0,317.3,47.3
FOSCALINA WY,FOSCALINA_WY.html,57,4,0,0,0,55.6,34.6
MARLYS CM,MARLYS_CM.html,72,4,0,0,0,71.1,42.0
ST GEORGE CT,ST_GEORGE_CT.html,88,4,0,0,0,86.9,36.7
SPINEL CT,SPINEL_CT.html,41,4,0,0,0,39.7,34.0
SPARROW ST,SPARROW_ST.html,235,4,0,0,0,233.4,43.5
SONIC AV,SONIC_AV.html,235,4,0,0,0,234.8,43.4
MARALISA CT,MARALISA_CT.html,108,4,0,0,0,106.4,37.2
MALLARD CT,MALLARD_CT.html,57,4,0,0,0,56.1,34.7
MAGNOLIA CM,MAGNOLIA_CM.html,69,4,0,0,0,68.0,35.5
MADISON AV,MADISON_AV.html,630,4,0,0,0,621.1,60.8
GARDENIA CM,GARDENIA_CM.html,28,4,0,0,0,27.3,39.6
BLUFFS DR,BLUFFS_DR.html,308,4,0,0,0,304.3,47.0
STOCKHOLM RD,STOCKHOLM_RD.html,69,4,0,0,0,67.9,41.9
STATION ST,STATION_ST.html,45,4,0,0,0,43.4,34.2
LOUVRE LN,LOUVRE_LN.html,96,4,0,0,0,94.9,43.2
FIRESTONE RD,FIRESTONE_RD.html,390,4,0,0,0,389.1,50.1
FIELDSTONE DR,FIELDSTONE_DR.html,67,4,0,0,0,66.4,35.2
CAPITOL ST,CAPITOL_ST.html,134,4,0,0,0,132.9,38.6
CAMEO DR,CAMEO_DR.html,430,4,1,1,0,426.3,58.9
CAMELIA DR,CAMELIA_DR.html,619,4,1,1,0,612.8,66.8
CALLE DE LAS GRANVAS,CALLE_DE_LAS_GRANVAS.html,150,4,0,0,0,148.4,39.6
MIMOSA ST,MIMOSA_ST.html,145,4,0,0,0,141.9,38.9
MILAN CT,MILAN_CT.html,142,4,0,0,0,140.6,45.7
FALLEN LEAF DR,FALLEN_LEAF_DR.html,91,4,0,0,0,89.7,36.5
MT DIABLO WY,MT_DIABLO_WY.html,269,4,0,0,0,265.1,44.5
MT DAY DR,MT_DAY_DR.html,103,4,0,0,0,102.5,37.1
MONTROSE PL,MONTROSE_PL.html,212,4,1,1,0,211.0,48.8
CASCINA CT,CASCINA_CT.html,58,4,0,0,0,57.1,34.7
CARTIER DR,CARTIER_DR.html,220,4,0,0,0,218.4,48.5
CAROL CM,CAROL_CM.html,59,4,0,0,0,58.0,34.8
LOS ALAMOS AV,LOS_ALAMOS_AV.html,582,4,0,0,0,579.8,59.9
SUSAN LN,SUSAN_LN.html,202,4,0,0,0,200.8,48.5
BLOSSOM CI,BLOSSOM_CI.html,187,4,0,0,0,186.2,41.1
SUNNYBROOK WY,SUNNYBROOK_WY.html,69,4,0,0,0,67.0,35.3
SUMMERTREE CT,SUMMERTREE_CT.html,100,4,0,0,0,98.8,37.2
BERRYESSA CT,BERRYESSA_CT.html,76,4,0,0,0,75.3,35.6
GOLDENROD DR,GOLDENROD_DR.html,380,4,0,0,0,378.8,55.8
RUTH WY,RUTH_WY.html,202,4,0,0,0,199.3,42.0
RUBY CT,RUBY_CT.html,38,4,0,0,0,37.1,33.8
RUBICON WY,RUBICON_WY.html,257,4,0,0,0,252.9,44.3
CHAUCER CT,CHAUCER_CT.html,124,4,0,0,0,122.7,44.7
ROSE ST,ROSE_ST.html,159,4,0,0,0,156.5,39.7
ROLLING HILLS CT,ROLLING_HILLS_CT.html,141,4,0,0,0,140.2,38.7
CLARET RD,CLARET_RD.html,121,4,0,0,0,120.2,38.1
RIVIERA CT,RIVIERA_CT.html,126,4,0,0,0,124.4,38.0
RIESLING CI,RIESLING_CI.html,322,4,0,0,0,320.5,47.3
RIDGESTONE RD,RIDGESTONE_RD.html,74,4,0,0,0,72.7,35.6
N GREENVILLE RD,N_GREENVILLE_RD.html,650,4,0,0,0,646.1,63.5
FAIRBROOK CT,FAIRBROOK_CT.html,120,4,0,0,0,118.9,37.7
BAVA CM,BAVA_CM.html,42,4,0,0,0,41.0,33.9
GREENWICH AV,GREENWICH_AV.html,153,4,0,0,0,152.1,39.5
LAUREL CREEK PL,LAUREL_CREEK_PL.html,105,4,1,1,0,104.6,43.5
RAMBLEWOOD PL,RAMBLEWOOD_PL.html,109,4,0,0,0,108.1,37.5
CORIANDER CM,CORIANDER_CM.html,31,4,0,0,0,29.5,33.2
COLUMBINE WY,COLUMBINE_WY.html,178,4,1,1,0,176.7,52.7
RICKENBACKER PL,RICKENBACKER_PL.html,160,4,0,0,0,159.1,39.8
RESERVE CM,RESERVE_CM.html,41,4,0,0,0,39.9,34.1
ENOS WY,ENOS_WY.html,382,4,1,1,0,377.8,56.8
BARLETA LN,BARLETA_LN.html,150,4,0,0,0,148.9,39.3
BALBOA WY,BALBOA_WY.html,160,4,0,0,0,158.5,39.6
VALLEY VIEW WY,VALLEY_VIEW_WY.html,185,4,0,0,0,182.6,41.4
VALLEY VIEW CT,VALLEY_VIEW_CT.html,34,4,0,0,0,33.2,33.7
TUSCANY CT,TUSCANY_CT.html,145,4,0,0,0,143.9,39.3
NORWOOD RD,NORWOOD_RD.html,495,4,1,1,0,491.1,61.8
PULSAR AV,PULSAR_AV.html,439,4,0,0,0,434.1,53.4
CORRAL ST,CORRAL_ST.html,78,4,0,0,0,77.1,35.6
EL CAPITAN WY,EL_CAPITAN_WY.html,174,4,0,0,0,173.9,40.4
EDGEWOOD WY,EDGEWOOD_WY.html,215,4,0,0,0,213.7,42.2
